date,irainfall   Rainfall indicator,Precipitation Amount (mm)  ,ittt Dry bulb indicator,Air Temperature (C),iwb Wet bulb indicator,Wet Bulb Temperature ©,Dew Point Temperature ©,Vapour Pressure (hPa)    , Relative Humidity (%) ,Mean Sea Level Pressure (hPa),itabspeed wind Speed indicator,Mean Wind Speed (kt),itabdir  wind dir indicator,Predominant Wind Direction (deg),Weekday,Mean Wind Speed (km/h)
04/01/2026 08:00,0,0.085,0,-0.585,0,-0.94,-1.59,5.47,92.6,1017.98,2,4.666666667,2,226.6666667,0,8.642666667
04/01/2026 09:00,0,0.075,0,-0.605,0,-0.935,-1.56,5.49,92.8,1017.965,2,4.555555556,2,235,0,8.436888889
04/01/2026 10:00,0,0.025,0,0.165,0,-0.215,-0.93,5.735,92.2,1017.975,2,4.555555556,2,213.3333333,0,8.436888889
04/01/2026 11:00,0,0.055,0,1.23,0,0.74,-0.095,6.085,90.75,1017.74,2,4.222222222,2,206.6666667,0,7.819555556
04/01/2026 12:00,0,0.01,0,2.135,0,1.495,0.45,6.325,88.35,1017.03,2,4.555555556,2,216.6666667,0,8.436888889
04/01/2026 13:00,0,0.05,0,2.88,0,2.005,0.63,6.39,85.15,1016.34,2,4.944444444,2,270.5555556,0,9.157111111
04/01/2026 14:00,0,0.085,0,3.185,0,2.235,0.745,6.45,84.15,1015.655,2,6,2,263.8888889,0,11.112
04/01/2026 15:00,0,0.075,0,3.08,0,2.155,0.66,6.405,84.1,1015.24,2,6.5,2,268.3333333,0,12.038
04/01/2026 16:00,0,0.12,0,2.585,0,1.85,0.625,6.405,86.6,1015,2,6.444444444,2,262.2222222,0,11.93511111
04/01/2026 17:00,0,0.24,0,1.92,0,1.325,0.325,6.275,89.05,1014.81,2,6.777777778,2,282.2222222,0,12.55244444
04/01/2026 18:00,0,0.2,0,1.66,0,1.13,0.23,6.24,90.05,1014.9,2,6.833333333,2,256.1111111,0,12.65533333
04/01/2026 19:00,0,0.3,0,1.475,0,0.97,0.125,6.175,90.5,1014.87,2,7.333333333,2,254.4444444,0,13.58133333
04/01/2026 20:00,0,0.115,0,1.275,0,0.785,-0.085,6.09,90.7,1015.13,2,7.277777778,2,260.5555556,0,13.47844444
04/01/2026 21:00,0,0.055,0,1.07,0,0.585,-0.285,6,90.8,1015.4,2,6.666666667,2,230.5555556,0,12.34666667
04/01/2026 22:00,0,0.055,0,0.715,0,0.255,-0.6,5.865,90.95,1015.6,2,6.277777778,2,253.3333333,0,11.62644444
04/01/2026 23:00,0,0.045,0,0.295,0,-0.095,-0.82,5.77,92,1015.83,2,6.444444444,2,251.6666667,0,11.93511111
05/01/2026 00:00,0,0.055,0,0.25,0,-0.185,-0.97,5.705,91.4,1016.1,2,6.111111111,2,273.3333333,1,11.31777778
05/01/2026 01:00,0,0.045,0,-0.015,0,-0.49,-1.39,5.545,90.65,1016.325,2,6.388888889,2,276.6666667,1,11.83222222
05/01/2026 02:00,0,0.08,0,-0.045,0,-0.525,-1.36,5.545,90.75,1016.525,2,7,2,270.5555556,1,12.964
05/01/2026 03:00,0,0.025,0,-0.5,0,-0.945,-1.78,5.395,90.8,1016.865,2,6.611111111,2,228.3333333,1,12.24377778
05/01/2026 04:00,0,0.025,0,-0.595,0,-1.035,-1.91,5.345,90.7,1017.27,2,6.722222222,2,255.5555556,1,12.44955556
05/01/2026 05:00,0,0.03,0,-0.725,0,-1.195,-2.045,5.28,90.55,1017.87,2,6.666666667,2,246.1111111,1,12.34666667
05/01/2026 06:00,0,0.11,0,-0.77,0,-1.27,-2.225,5.235,89.7,1018.355,2,7.277777778,2,248.8888889,1,13.47844444
05/01/2026 07:00,0,0.04,0,-0.89,0,-1.39,-2.345,5.17,89.55,1018.875,2,6.611111111,2,278.8888889,1,12.24377778
05/01/2026 08:00,0,0.035,0,-0.6,0,-1.155,-2.245,5.22,88.4,1019.485,2,7.166666667,2,277.7777778,1,13.27266667
05/01/2026 09:00,0,0.055,0,-0.4,0,-1.005,-2.14,5.25,87.95,1020.135,2,7,2,292.7777778,1,12.964
05/01/2026 10:00,0,0.02,0,0.28,0,-0.455,-1.8,5.375,86.1,1020.82,2,7.111111111,2,262.7777778,1,13.16977778
05/01/2026 11:00,0,0.015,0,1.18,0,0.415,-0.98,5.715,85.55,1021.27,2,6.611111111,2,247.7777778,1,12.24377778
05/01/2026 12:00,0,0.01,0,2.19,0,1.21,-0.475,5.915,82.7,1021.205,2,6.944444444,2,286.1111111,1,12.86111111
05/01/2026 13:00,0,0.01,0,2.87,0,1.755,-0.16,6.055,80.5,1021.06,2,7.722222222,2,262.2222222,1,14.30155556
05/01/2026 14:00,0,0.015,0,3.3,0,2.02,-0.135,6.065,78.1,1021.035,2,7.555555556,2,312.7777778,1,13.99288889
05/01/2026 15:00,0,0.045,0,3.22,0,1.955,-0.22,6.02,78.2,1021.255,2,7.611111111,2,296.6666667,1,14.09577778
05/01/2026 16:00,0,0,0,2.75,0,1.56,-0.465,5.915,79.3,1021.61,2,6.666666667,2,306.6666667,1,12.34666667
05/01/2026 17:00,0,0,0,1.765,0,0.88,-0.69,5.82,83.8,1021.935,2,6,2,277.2222222,1,11.112
05/01/2026 18:00,0,0.025,0,1.475,0,0.735,-0.57,5.885,86.15,1022.23,2,6.166666667,2,276.1111111,1,11.42066667
05/01/2026 19:00,0,0.01,0,1.29,0,0.595,-0.59,5.865,87.15,1022.485,2,6.333333333,2,272.7777778,1,11.72933333
05/01/2026 20:00,0,0.01,0,1.1,0,0.405,-0.765,5.795,87.4,1022.44,2,4.888888889,2,251.6666667,1,9.054222222
05/01/2026 21:00,0,0.005,0,1.17,0,0.485,-0.68,5.845,87.4,1022.29,2,5.666666667,2,255.5555556,1,10.49466667
05/01/2026 22:00,0,0.125,0,1.43,0,0.74,-0.395,5.97,87.6,1021.995,2,6.111111111,2,253.8888889,1,11.31777778
05/01/2026 23:00,0,0.06,0,1.455,0,0.77,-0.385,5.995,87.55,1021.575,2,6.5,2,254.4444444,1,12.038
06/01/2026 00:00,0,0.02,0,1.68,0,0.925,-0.315,6.015,86.45,1021.045,2,6.611111111,2,241.1111111,1,12.24377778
06/01/2026 01:00,0,0.035,0,1.605,0,0.9,-0.285,6.02,87.25,1020.275,2,6.666666667,2,237.2222222,1,12.34666667
06/01/2026 02:00,0,0.02,0,1.76,0,1.02,-0.2,6.08,86.75,1019.57,2,6.833333333,2,222.2222222,1,12.65533333
06/01/2026 03:00,0,0.105,0,1.74,0,1.02,-0.145,6.12,87.2,1018.86,2,7.111111111,2,216.1111111,1,13.16977778
06/01/2026 04:00,0,0.115,0,1.9,0,1.205,0.085,6.22,87.65,1017.975,2,7.5,2,211.6666667,1,13.89
06/01/2026 05:00,0,0.17,0,2.305,0,1.64,0.555,6.435,87.95,1016.955,2,7.277777778,2,205,1,13.47844444
06/01/2026 06:00,0,0.25,0,2.81,0,2.155,1.115,6.695,88.45,1015.78,2,9.222222222,2,198.8888889,1,17.07955556
06/01/2026 07:00,0,0.46,0,3.01,0,2.485,1.625,6.965,90.3,1014.585,2,9.888888889,2,200,1,18.31422222
06/01/2026 08:00,0,0.565,0,3.475,0,2.92,2.075,7.16,90.15,1013.315,2,10.27777778,2,201.1111111,1,19.03444444
06/01/2026 09:00,0,0.43,0,3.97,0,3.385,2.5,7.36,89.8,1012.61,2,9.833333333,2,206.6666667,1,18.21133333
06/01/2026 10:00,0,0.55,0,4.425,0,3.79,2.835,7.535,89.2,1011.865,2,10,2,218.8888889,1,18.52
06/01/2026 11:00,0,0.515,0,4.915,0,4.3,3.44,7.86,89.95,1011.12,2,10.33333333,2,218.3333333,1,19.13733333
06/01/2026 12:00,0,0.235,0,5.46,0,4.7,3.695,7.99,88.45,1010.175,2,10.61111111,2,231.6666667,1,19.65177778
06/01/2026 13:00,0,0.36,0,6.42,0,5.505,4.315,8.34,86.5,1009.395,2,11.33333333,2,238.8888889,1,20.98933333
06/01/2026 14:00,0,0.05,0,6.825,0,5.855,4.595,8.505,85.55,1008.92,2,10.44444444,2,255,1,19.34311111
06/01/2026 15:00,0,0.385,0,6.805,0,5.895,4.79,8.63,86.85,1008.535,2,9.277777778,2,268.8888889,1,17.18244444
06/01/2026 16:00,0,0.07,0,6.465,0,5.6,4.48,8.455,87,1008.53,2,9.777777778,2,275.5555556,1,18.10844444
06/01/2026 17:00,0,0.095,0,6.125,0,5.2,3.99,8.16,86.3,1008.81,2,10.55555556,2,281.6666667,1,19.54888889
06/01/2026 18:00,0,0.13,0,5.95,0,4.96,3.59,7.94,85.1,1009.175,2,11.05555556,2,283.8888889,1,20.47488889
06/01/2026 19:00,0,0.065,0,5.865,0,4.77,3.175,7.7,82.95,1009.575,2,11.38888889,2,300.5555556,1,21.09222222
06/01/2026 20:00,0,0.005,0,5.925,0,4.74,3.065,7.655,81.9,1009.945,2,11.5,2,283.3333333,1,21.298
06/01/2026 21:00,0,0.01,0,5.935,0,4.55,2.575,7.39,78.9,1010.155,2,11.16666667,2,288.8888889,1,20.68066667
06/01/2026 22:00,0,0.01,0,5.5,0,4.125,2.095,7.115,78.2,1010.355,2,11.05555556,2,290,1,20.47488889
06/01/2026 23:00,0,0.035,0,5.42,0,4.065,2.04,7.09,78.4,1010.49,2,10.66666667,2,286.1111111,1,19.75466667
07/01/2026 00:00,0,0.005,0,5.345,0,4.02,2.1,7.125,79.3,1010.595,2,11.22222222,2,300.5555556,1,20.78355556
07/01/2026 01:00,0,0.005,0,5.29,0,4.01,2.085,7.115,79.5,1010.47,2,10.88888889,2,297.2222222,1,20.16622222
07/01/2026 02:00,0,0.04,0,5.25,0,4.085,2.345,7.29,81.3,1010.285,2,10.66666667,2,296.1111111,1,19.75466667
07/01/2026 03:00,0,0.01,0,5.29,0,4.06,2.205,7.23,80.2,1010.31,2,10,2,296.1111111,1,18.52
07/01/2026 04:00,0,0.015,0,5.275,0,4.08,2.295,7.27,80.95,1010.195,2,9.833333333,2,291.1111111,1,18.21133333
07/01/2026 05:00,0,0.005,0,5.225,0,4.02,2.215,7.22,80.95,1010.195,2,9.388888889,2,288.8888889,1,17.38822222
07/01/2026 06:00,0,0.025,0,5.255,0,4.075,2.325,7.285,81.25,1010.29,2,8.888888889,2,287.7777778,1,16.46222222
07/01/2026 07:00,0,0.08,0,5.095,0,4.04,2.435,7.365,82.9,1010.06,2,7.722222222,2,292.2222222,1,14.30155556
07/01/2026 08:00,0,0.075,0,4.915,0,3.92,2.37,7.32,83.75,1009.785,2,6.666666667,2,266.6666667,1,12.34666667
07/01/2026 09:00,0,0.055,0,4.695,0,3.815,2.44,7.365,85.3,1009.65,2,5,2,223.3333333,1,9.26
07/01/2026 10:00,0,0.045,0,4.985,0,4.17,2.905,7.62,86.55,1009.215,2,5,2,223.3333333,1,9.26
07/01/2026 11:00,0,0.055,0,5.605,0,4.79,3.555,7.975,86.6,1008.705,2,4.888888889,2,204.4444444,1,9.054222222
07/01/2026 12:00,0,0.11,0,6.195,0,5.305,4.015,8.285,85.9,1007.905,2,5,2,215.5555556,1,9.26
07/01/2026 13:00,0,0.09,0,6.41,0,5.555,4.275,8.43,86.2,1007.065,2,5.333333333,2,211.6666667,1,9.877333333
07/01/2026 14:00,0,0.1,0,6.56,0,5.735,4.525,8.575,86.9,1006.25,2,6.444444444,2,200,1,11.93511111
07/01/2026 15:00,0,0.185,0,6.505,0,5.745,4.685,8.645,88.25,1005.705,2,7.277777778,2,196.6666667,1,13.47844444
07/01/2026 16:00,0,0.24,0,6.375,0,5.655,4.665,8.615,88.85,1005.635,2,7.055555556,2,205,1,13.06688889
07/01/2026 17:00,0,0.185,0,6.41,0,5.565,4.395,8.445,87.3,1005.59,2,9.222222222,2,229.4444444,1,17.07955556
07/01/2026 18:00,0,0.16,0,6.28,0,5.345,4.095,8.23,86.1,1005.665,2,10.38888889,2,226.1111111,1,19.24022222
07/01/2026 19:00,0,0.075,0,6.15,0,5.145,3.775,8.035,85,1005.69,2,10.55555556,2,231.6666667,1,19.54888889
07/01/2026 20:00,0,0.09,0,6.39,0,5.205,3.595,7.93,82.55,1005.495,2,9.888888889,2,245.5555556,1,18.31422222
07/01/2026 21:00,0,0.005,0,6.345,0,5.12,3.44,7.825,81.9,1005.725,2,9.555555556,2,246.1111111,1,17.69688889
07/01/2026 22:00,0,0.01,0,6.155,0,4.945,3.26,7.745,81.85,1005.98,2,8.5,2,265.5555556,1,15.742
07/01/2026 23:00,0,0.015,0,5.95,0,4.775,3.175,7.68,82.4,1006.01,2,8.055555556,2,265,1,14.91888889
08/01/2026 00:00,0,0.03,0,5.905,0,4.73,3.045,7.625,81.8,1006.04,2,8.277777778,2,265,1,15.33044444
08/01/2026 01:00,0,0.015,0,5.75,0,4.61,3.02,7.59,82.25,1005.82,2,7.777777778,2,250.5555556,1,14.40444444
08/01/2026 02:00,0,0.055,0,5.275,0,4.27,2.82,7.485,83.9,1005.47,2,6.5,2,258.8888889,1,12.038
08/01/2026 03:00,0,0.015,0,4.775,0,3.795,2.375,7.26,84.3,1005.025,2,6.166666667,2,240,1,11.42066667
08/01/2026 04:00,0,0.015,0,4.21,0,3.41,2.25,7.21,86.85,1004.465,2,5.444444444,2,222.7777778,1,10.08311111
08/01/2026 05:00,0,0,0,3.81,0,3.075,1.98,7.055,87.6,1003.94,2,4.333333333,2,220,1,8.025333333
08/01/2026 06:00,0,0.005,0,3.58,0,2.935,1.98,7.06,89.05,1003.335,2,4,2,193.8888889,1,7.408
08/01/2026 07:00,0,0.01,0,3.28,0,2.695,1.81,7,89.85,1002.64,2,3.722222222,2,149.4444444,1,6.893555556
08/01/2026 08:00,0,0.035,0,3.05,0,2.545,1.78,6.965,91.15,1001.7,2,3.944444444,2,144.4444444,1,7.305111111
08/01/2026 09:00,0,0.14,0,2.765,0,2.345,1.675,6.92,92.3,1000.665,2,3.888888889,2,140,1,7.202222222
08/01/2026 10:00,0,0.28,0,2.82,0,2.425,1.835,6.995,92.8,999.72,2,4.5,2,135,1,8.334
08/01/2026 11:00,0,0.41,0,3.1,0,2.73,2.165,7.16,93.25,998.73,2,4.333333333,2,131.6666667,1,8.025333333
08/01/2026 12:00,0,0.365,0,3.46,0,3.055,2.455,7.295,92.65,997.34,2,4.611111111,2,97.22222222,1,8.539777778
08/01/2026 13:00,0,0.435,0,3.72,0,3.26,2.56,7.335,91.85,996.075,2,5.888888889,2,104.4444444,1,10.90622222
08/01/2026 14:00,0,0.42,0,3.945,0,3.385,2.56,7.34,90.35,995.025,2,6.777777778,2,107.2222222,1,12.55244444
08/01/2026 15:00,0,0.29,0,4.15,0,3.55,2.655,7.42,89.8,994.615,2,7.222222222,2,216.1111111,1,13.37555556
08/01/2026 16:00,0,0.2,0,3.99,0,3.395,2.54,7.355,90,994.805,2,7.888888889,2,254.4444444,1,14.61022222
08/01/2026 17:00,0,0.285,0,3.835,0,3.27,2.395,7.27,90.1,995.17,2,8.277777778,2,327.7777778,1,15.33044444
08/01/2026 18:00,0,0.15,0,3.905,0,3.335,2.485,7.315,90.3,995.58,2,8.944444444,2,326.6666667,1,16.56511111
08/01/2026 19:00,0,0.205,0,3.92,0,3.335,2.44,7.295,89.7,996.135,2,8.611111111,2,326.1111111,1,15.94777778
08/01/2026 20:00,0,0.05,0,3.89,0,3.275,2.305,7.215,89.2,996.725,2,8.444444444,2,303.8888889,1,15.63911111
08/01/2026 21:00,0,0.055,0,3.67,0,3.03,2.09,7.12,89.2,997.34,2,8.055555556,2,318.8888889,1,14.91888889
08/01/2026 22:00,0,0.055,0,3.585,0,2.955,1.945,7.03,88.95,997.94,2,7.944444444,2,295.5555556,1,14.71311111
08/01/2026 23:00,0,0.065,0,3.365,0,2.755,1.805,6.95,89.35,998.48,2,7.111111111,2,290.5555556,1,13.16977778
09/01/2026 00:00,0,0.065,0,3.165,0,2.53,1.545,6.835,88.9,998.98,2,6.388888889,2,277.2222222,1,11.83222222
09/01/2026 01:00,0,0.15,0,3.02,0,2.44,1.555,6.84,89.75,999.27,2,6.666666667,2,271.1111111,1,12.34666667
09/01/2026 02:00,0,0.055,0,2.625,0,2.08,1.255,6.705,90.55,999.545,2,7.222222222,2,285,1,13.37555556
09/01/2026 03:00,0,0.15,0,2.53,0,1.995,1.185,6.665,90.6,1000.115,2,6.666666667,2,293.8888889,1,12.34666667
